action1,action2,benchmark_count,record_count,avg_speedup_vs_action2,min_speedup_vs_action2,max_speedup_vs_action2
function(libcalls-shrinkwrap),simplify-type-tests,24,24,0.080735931,0.015757447,0.265298072
function(assume-builder),function(sjlj-eh-prepare),24,24,0.080712591,0.010917698,0.201329061
function(memcpyopt),function(loop-simplify),24,24,0.080684044,0.011027404,0.262989402
strip-debug-declare,function(jump-threading),24,24,0.080674623,0.010667593,0.268572728
function(place-safepoints),function(jump-threading),24,24,0.080640656,0.011880093,0.268391003
canonicalize-aliases,function(early-cse),24,24,0.080581779,0.010097640,0.206212293
dxil-upgrade,function(scalarizer),24,24,0.080554661,0.013738521,0.180864465
function(typepromotion),fatlto-cleanup,24,24,0.080521435,0.010693771,0.244628312
function(unreachableblockelim),function(objc-arc-contract),24,24,0.080384798,0.010648374,0.212145377
function(loop-unroll),function(slsr),24,24,0.080295375,0.012541647,0.207765135
function(callsite-splitting),function(assume-builder),24,24,0.080249076,0.011107044,0.233524894
function(loop(loop-idiom-vectorize)),function(sjlj-eh-prepare),24,24,0.080137087,0.010108009,0.202540126
ctx-prof-flatten,lowertypetests,24,24,0.080131984,0.012062169,0.198023678
expand-variadics,function(lower-matrix-intrinsics),24,24,0.080122193,0.010718743,0.222215849
lower-global-dtors,function(assume-builder),24,24,0.080045206,0.015195086,0.234300353
function(objc-arc-expand),lowertypetests,24,24,0.080017259,0.010379301,0.276885901
lower-ifunc,function(loop-load-elim),24,24,0.080005722,0.011706520,0.217425005
function(chr),function(loop(evl-iv-simplify)),24,24,0.079980843,0.010407914,0.233229392
function(redundant-dbg-inst-elim),function(adce),24,24,0.079967611,0.011449233,0.241177867
function(dce),function(prof-inject),24,24,0.079953473,0.012624959,0.189074186
function(move-auto-init),function(unreachableblockelim),24,24,0.079948594,0.012688523,0.207735360
function(vector-combine),function(loop-load-elim),24,24,0.079946516,0.015390942,0.231848956
function(early-cse),function(speculative-execution),24,24,0.079937430,0.025493351,0.190355489
openmp-opt,function(mergereturn),24,24,0.079931768,0.011634005,0.202551000
function(typepromotion),function(gvn),24,24,0.079920160,0.015094223,0.146091788
function(jump-table-to-switch),function(place-safepoints),24,24,0.079907310,0.016170843,0.294857630
inliner-wrapper-no-mandatory-first,function(mldst-motion),24,24,0.079901325,0.011052059,0.216884626
dxil-upgrade,function(place-safepoints),24,24,0.079859337,0.012267074,0.245018513
partial-inliner,function(prof-inject),24,24,0.079822441,0.010382232,0.192143089
function(stack-protector),function(slsr),24,24,0.079669655,0.012462050,0.197702944
cgscc(openmp-opt-cgscc),function(unify-loop-exits),24,24,0.079599932,0.010868381,0.253409411
function(loop(loop-bound-split)),function(sandbox-vectorizer),24,24,0.079595652,0.010025895,0.175587203
declare-runtime-libcalls,function(adce),24,24,0.079571357,0.014509469,0.206807227
function(loop(loop-predication)),function(place-safepoints),24,24,0.079529953,0.011825517,0.255270166
function(ee-instrument),function(move-auto-init),24,24,0.079477343,0.011700813,0.208104094
function(loop-load-elim),function(adce),24,24,0.079446143,0.011202713,0.250047360
function(wasm-eh-prepare),function(slp-vectorizer),24,24,0.079343443,0.011375659,0.268393957
ipsccp,function(loop(evl-iv-simplify)),24,24,0.079300304,0.012681618,0.225246798
hotcoldsplit,function(gvn),24,24,0.079299176,0.014668653,0.210730367
function(transform-warning),function(mldst-motion),24,24,0.079268993,0.011271171,0.216703334
function(mergereturn),function(interleaved-access),24,24,0.079244103,0.010485224,0.208656618
function(scalarize-masked-mem-intrin),function(kcfi),24,24,0.079242441,0.011359304,0.322665763
constmerge,function(prof-inject),24,24,0.079207108,0.011625506,0.185509296
function(slp-vectorizer),function(scalarizer),24,24,0.079172272,0.013264842,0.214674938
function(replace-with-veclib),function(lower-atomic),24,24,0.079169285,0.016424185,0.211672283
function(loop(loop-versioning-licm)),function(loop-load-elim),24,24,0.079168364,0.012253215,0.210904107
global-merge,function(lower-atomic),24,24,0.079160331,0.011854813,0.235826198
function(typepromotion),function(make-guards-explicit),24,24,0.079136282,0.011376342,0.277447949
function(lower-invoke),function(loop-load-elim),24,24,0.079118107,0.011680542,0.281918241
function(partially-inline-libcalls),function(mergeicmps),24,24,0.079111127,0.010503995,0.218314790
rpo-function-attrs,function(lower-atomic),24,24,0.079106584,0.018327894,0.206677763
function(infer-alignment),function(lower-widenable-condition),24,24,0.079096493,0.011982253,0.225080129
function(lower-atomic),function(prof-inject),24,24,0.079087197,0.013077692,0.203369974
dxil-upgrade,function(prof-inject),24,24,0.079079135,0.013416234,0.190503239
lower-emutls,name-anon-globals,24,24,0.079065631,0.011680885,0.225232750
name-anon-globals,function(prof-inject),24,24,0.079017705,0.010978150,0.206151764
declare-runtime-libcalls,function(early-cse),24,24,0.079006359,0.016176702,0.204002676
partial-inliner,function(lower-widenable-condition),24,24,0.078979594,0.015416701,0.236784162
cgscc(argpromotion),function(dse),24,24,0.078969025,0.011813081,0.188689944
function(move-auto-init),function(loop-versioning),24,24,0.078916497,0.010398640,0.234213518
function(lower-guard-intrinsic),function(loop-simplify),24,24,0.078853024,0.011386564,0.252397875
fatlto-cleanup,function(objc-arc-expand),24,24,0.078831892,0.014209025,0.188120386
function(div-rem-pairs),name-anon-globals,24,24,0.078827519,0.011000379,0.249237858
function(loop(evl-iv-simplify)),function(sandbox-vectorizer),24,24,0.078810909,0.014907923,0.240943984
function(jump-table-to-switch),function(loop-vectorize),24,24,0.078789242,0.013202782,0.193440529
rewrite-symbols,function(lower-atomic),24,24,0.078757659,0.013483175,0.210406389
function(scalarizer),function(slp-vectorizer),24,24,0.078722885,0.016581769,0.235034154
function(instcombine),function(unreachableblockelim),24,24,0.078716178,0.012179170,0.195480743
function(dwarf-eh-prepare),function(sandbox-vectorizer),24,24,0.078661497,0.012002902,0.187913482
function(slp-vectorizer),function(structurizecfg),24,24,0.078619247,0.011581467,0.172407199
function(chr),function(safe-stack),24,24,0.078607079,0.011451448,0.226378902
strip-nondebug,function(kcfi),24,24,0.078594370,0.020029809,0.241138838
function(prof-inject),function(interleaved-access),24,24,0.078495444,0.010470513,0.180015286
function(assume-builder),function(structurizecfg),24,24,0.078400459,0.011343782,0.181182221
function(strip-gc-relocates),function(prof-inject),24,24,0.078264168,0.012245247,0.198016813
function(lower-widenable-condition),function(make-guards-explicit),24,24,0.078242595,0.012717455,0.232320318
function(loop-versioning),function(place-safepoints),24,24,0.078238224,0.012056393,0.283827633
mergefunc,function(scalarizer),24,24,0.078234603,0.015230690,0.204773303
function(expand-fp),function(lower-atomic),24,24,0.078221673,0.016148415,0.224655689
function(irce),function(loop-simplify),24,24,0.078148490,0.011728149,0.235024861
function(scalarizer),function(move-auto-init),24,24,0.078015383,0.016017213,0.200406811
globalsplit,function(loop-load-elim),24,24,0.077955810,0.012956565,0.291618301
function(assume-simplify),function(loop-simplify),24,24,0.077919533,0.011353981,0.249854769
lower-ifunc,function(scalarizer),24,24,0.077888433,0.010216640,0.202039187
extract-blocks,function(prof-inject),24,24,0.077872227,0.010749991,0.218125935
function(jump-table-to-switch),function(loop-simplify),24,24,0.077829396,0.010466870,0.187777888
hipstdpar-math-fixup,function(make-guards-explicit),24,24,0.077818386,0.010691379,0.223178190
strip-nonlinetable-debuginfo,function(win-eh-prepare),24,24,0.077794866,0.011350373,0.178876620
strip-dead-cg-profile,function(lower-atomic),24,24,0.077767240,0.010283292,0.224293377
function(complex-deinterleaving),function(assume-builder),24,24,0.077742506,0.015386302,0.231304735
function(alignment-from-assumptions),function(loop-load-elim),24,24,0.077734152,0.015772703,0.234938054
function(gvn),function(instnamer),24,24,0.077713034,0.011618352,0.231000868
function(loop-simplify),function(replace-with-veclib),24,24,0.077609126,0.011828257,0.313780321
hipstdpar-math-fixup,function(hardware-loops),24,24,0.077545476,0.010824956,0.203477943
lowertypetests,function(scalarizer),24,24,0.077528454,0.016872234,0.192137311
rel-lookup-table-converter,function(lower-widenable-condition),24,24,0.077466105,0.016097396,0.304433264
wholeprogramdevirt,function(slsr),24,24,0.077363726,0.011201326,0.173248260
function(vector-combine),function(interleaved-access),24,24,0.077346346,0.010538659,0.199663244
strip-debug-declare,function(make-guards-explicit),24,24,0.077299111,0.011016384,0.228059861
strip-nondebug,function(lower-atomic),24,24,0.077287058,0.015170222,0.216887622
function(early-cse),function(gvn-hoist),24,24,0.077265168,0.017002488,0.271233795
coro-cleanup,function(loop-simplify),24,24,0.077229524,0.010193265,0.290784995
function(sandbox-vectorizer),function(lower-widenable-condition),24,24,0.077157191,0.010237262,0.234196621
dxil-upgrade,function(add-discriminators),24,24,0.077147448,0.010600696,0.219693785
cgscc(inline),function(objc-arc-expand),24,24,0.077133295,0.012198290,0.204370820
function(redundant-dbg-inst-elim),rel-lookup-table-converter,24,24,0.077126336,0.010954391,0.261495405
function(place-safepoints),function(prof-inject),24,24,0.077107854,0.010406421,0.205541071
function(infer-address-spaces),function(lower-atomic),24,24,0.077092947,0.015605604,0.205111081
function(float2int),lowertypetests,24,24,0.077072839,0.016292501,0.273772556
function(inject-tli-mappings),function(loop-distribute),24,24,0.077017393,0.010439706,0.161755120
function(memcpyopt),function(unreachableblockelim),24,24,0.076971106,0.011450504,0.205177845
function(loop-data-prefetch),function(prof-inject),24,24,0.076947816,0.010868318,0.229355229
strip-dead-prototypes,function(instnamer),24,24,0.076914873,0.010155418,0.190087655
rel-lookup-table-converter,function(declare-to-assign),24,24,0.076901831,0.011727346,0.214295946
name-anon-globals,function(lower-guard-intrinsic),24,24,0.076900295,0.011607032,0.252615967
globaldce,function(lower-widenable-condition),24,24,0.076898085,0.010363203,0.235225862
function(constraint-elimination),function(interleaved-load-combine),24,24,0.076891091,0.011427910,0.148358207
function(complex-deinterleaving),function(place-safepoints),24,24,0.076848813,0.011738898,0.244781735
function(instnamer),function(gvn),24,24,0.076830035,0.016021010,0.166433630
function(objc-arc),function(dse),24,24,0.076808769,0.014137958,0.261284634
function(inject-tli-mappings),function(lower-widenable-condition),24,24,0.076796085,0.015429278,0.193356207
inferattrs,function(load-store-vectorizer),24,24,0.076764201,0.012807067,0.218387668
function(gvn),function(interleaved-access),24,24,0.076762135,0.013294771,0.159679907
function(indirectbr-expand),function(lower-atomic),24,24,0.076733009,0.010471915,0.222098596
cgscc(coro-annotation-elide),function(instnamer),24,24,0.076726148,0.012439658,0.278950462
function(declare-to-assign),function(loop-simplify),24,24,0.076703159,0.011189887,0.199037281
function(expand-memcmp),function(prof-inject),24,24,0.076702193,0.010838183,0.184426628
fatlto-cleanup,function(gvn),24,24,0.076692390,0.013667427,0.191503295
function(transform-warning),function(prof-inject),24,24,0.076637092,0.015322461,0.214023733
recompute-globalsaa,function(structurizecfg),24,24,0.076630312,0.011990628,0.193903909
function(loop(canon-freeze)),function(structurizecfg),24,24,0.076512195,0.015480992,0.166159678
function(aggressive-instcombine),function(guard-widening),24,24,0.076485617,0.016868133,0.264070576
function(alignment-from-assumptions),function(jump-threading),24,24,0.076481833,0.011866111,0.219748450
inliner-wrapper-no-mandatory-first,function(loop-distribute),24,24,0.076473665,0.012670235,0.167366195
function(assume-simplify),function(structurizecfg),24,24,0.076468138,0.015305607,0.179685289
function(ee-instrument),function(lower-widenable-condition),24,24,0.076410475,0.011919999,0.245423112
function(jump-threading),function(win-eh-prepare),24,24,0.076382699,0.011995193,0.219086002
function(slp-vectorizer),recompute-globalsaa,24,24,0.076363136,0.015043899,0.258993311
function(hardware-loops),function(safe-stack),24,24,0.076320612,0.012343106,0.223445404
dxil-upgrade,function(early-cse),24,24,0.076305056,0.012428955,0.207990917
function(loop(canon-freeze)),function(replace-with-veclib),24,24,0.076299074,0.020613940,0.199914566
function(simplifycfg),function(loop-load-elim),24,24,0.076265982,0.013145309,0.263326362
function(aggressive-instcombine),function(gvn-hoist),24,24,0.076250370,0.011679184,0.199501631
extract-blocks,mergefunc,24,24,0.076179376,0.016363370,0.239082312
function(lower-widenable-condition),function(alignment-from-assumptions),24,24,0.076062449,0.018200758,0.178116837
function(sandbox-vectorizer),function(sroa),24,24,0.076011463,0.012373368,0.246982562
function(dwarf-eh-prepare),function(jump-threading),24,24,0.075999842,0.016734991,0.259148315
strip-dead-prototypes,rel-lookup-table-converter,24,24,0.075994404,0.010239636,0.168704405
function(strip-gc-relocates),recompute-globalsaa,24,24,0.075980491,0.016602615,0.219366271
hipstdpar-interpose-alloc,function(place-safepoints),24,24,0.075969681,0.014581547,0.213479046
function(expand-memcmp),function(loop-simplify),24,24,0.075968461,0.011390573,0.234644873
cgscc(openmp-opt-cgscc),function(jump-threading),24,24,0.075950494,0.012613480,0.235873604
function(extra-vector-passes),function(loop-simplify),24,24,0.075942084,0.012451974,0.281147075
function(loop(loop-simplifycfg)),function(unreachableblockelim),24,24,0.075941362,0.010806948,0.187651069
function(gvn-hoist),function(loop-load-elim),24,24,0.075932351,0.010164322,0.298725654
function(instsimplify),function(sccp),24,24,0.075916214,0.011167223,0.189368701
function(loop-vectorize),function(lower-widenable-condition),24,24,0.075908740,0.012187405,0.250659497
function(sccp),function(replace-with-veclib),24,24,0.075896846,0.011061750,0.259048526
openmp-opt-postlink,function(aggressive-instcombine),24,24,0.075872765,0.012875836,0.166670418
function(dwarf-eh-prepare),function(kcfi),24,24,0.075825011,0.010837087,0.279290573
function(lower-switch),function(adce),24,24,0.075814553,0.012015308,0.262136247
function(lower-allow-check),function(loop-load-elim),24,24,0.075799738,0.019822048,0.266738293
